Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_0097,GCA-001273255.1-protein782,GCA_001273255.1,LGIK01000019.1,148174,148554,782,1,tr|A5HZA3|A5HZA3_CLOBH,GntR-family transcriptional regulator,CBO0558A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0097
CBO_0098,GCA-001273255.1-protein1338,GCA_001273255.1,LGIK01000023.1,33193,34533,1338,-1,tr|A5HYQ3|A5HYQ3_CLOBH,Probable multidrug resistance protein NorM,CBO0359,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0098
CBO_0099,GCA-001273255.1-protein383,GCA_001273255.1,LGIK01000012.1,412537,412920,383,1,tr|A5I316|A5I316_CLOBH,Stage III sporulation protein AD,spoIIIAD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0099
CBO_0100,GCA-001273255.1-protein92,GCA_001273255.1,LGIK01000012.1,86948,87766,92,1,tr|A5I3X1|A5I3X1_CLOBH,Ferredoxin,fesA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0100
CBO_0101,GCA-001273255.1-protein229,GCA_001273255.1,LGIK01000012.1,234143,235123,229,-1,tr|A5I3H7|A5I3H7_CLOBH,"dTDP-glucose 4,6-dehydratase",rmlB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0101
CBO_0102,GCA-054635055.1-protein513,GCA_054635055.1,NKRQ01000001.1,575641,577263,513,-1,tr|A5I0S4|A5I0S4_CLOBH,Chitinase,CBO1081,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_0102
CBO_0103,GCA-001273255.1-protein2116,GCA_001273255.1,LGIK01000043.1,13545,15182,2116,1,tr|A5I7N0|A5I7N0_CLOBH,Prolyl-tRNA synthetase,proS2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0103
CBO_0104,GCA-001273255.1-protein2736,GCA_001273255.1,LGIK01000005.1,49812,50489,2736,-1,tr|A5I605|A5I605_CLOBH,Cyclic AMP-binding regulatory protein,CBO2923,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0104
CBO_0105,GCA-001273255.1-protein630,GCA_001273255.1,LGIK01000017.1,117696,118397,630,1,tr|A5I0N3|A5I0N3_CLOBH,Stage 0 sporulation protein A homolog,CBO1041,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0105
CBO_0106,GCA-001273255.1-protein1629,GCA_001273255.1,LGIK01000026.1,33380,33613,1629,-1,tr|A5I182|A5I182_CLOBH,Uncharacterized protein,CBO1244,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0106
CBO_0107,GCA-001273255.1-protein339,GCA_001273255.1,LGIK01000012.1,368596,370413,339,1,tr|A5I360|A5I360_CLOBH,Tungsten-containing aldehyde ferredoxin oxidoreductase,aorA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0107
CBO_0108,GCA-001273255.1-protein1902,GCA_001273255.1,LGIK01000030.1,55403,56749,1902,1,tr|A5I7X0|A5I7X0_CLOBH,Biotin carboxylase,accC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0108
CBO_0109,GCA-001273255.1-protein684,GCA_001273255.1,LGIK01000019.1,35436,36173,684,1,tr|A5HZ00|A5HZ00_CLOBH,"Branched-chain amino acid transport system,ATP-binding protein",CBO0456,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0109
CBO_0110,GCA-001273255.1-protein476,GCA_001273255.1,LGIK01000015.1,17630,18442,476,1,tr|A5I6W4|A5I6W4_CLOBH,Secreted protein,CBO3234,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0110
CBO_0111,GCA-001273255.1-protein2968,GCA_001273255.1,LGIK01000051.1,61372,62133,2968,1,tr|A5I1K2|A5I1K2_CLOBH,"ABC transporter, permease protein",CBO1369,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0111
CBO_0112,GCA-001273255.1-protein1762,GCA_001273255.1,LGIK01000028.1,54825,56297,1762,-1,tr|A5I2C9|A5I2C9_CLOBH,Methyl-accepting chemotaxis protein,CBO1661,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0112
CBO_0113,GCA-001573665.1-protein1901,GCA_001573665.1,LFPF01000029.1,18825,20561,1901,-1,tr|A5HYU4|A5HYU4_CLOBH,ATP-dependent zinc metalloprotease FtsH,ftsH,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0113
CBO_0114,GCA-001573665.1-protein2147,GCA_001573665.1,LFPF01000030.1,15231,15866,2147,1,tr|A5I0K7|A5I0K7_CLOBH,Cyclase,CBO1015,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.89,CBO_0114
CBO_0115,GCA-001273255.1-protein2358,GCA_001273255.1,LGIK01000043.1,280854,281453,2358,1,tr|A5I6Y8|A5I6Y8_CLOBH,dITP/XTP pyrophosphatase,CBO3261,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0115
CBO_0116,GCA-001273255.1-protein392,GCA_001273255.1,LGIK01000012.1,418824,419696,392,1,tr|A5I307|A5I307_CLOBH,Farnesyl diphosphate synthase,ispA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0116
CBO_0117,GCA-001273255.1-protein2144,GCA_001273255.1,LGIK01000043.1,41857,42141,2144,1,sp|A5I7K2|RS19_CLOBH,Small ribosomal subunit protein uS19,rpsS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0117
CBO_0118,GCA-001273255.1-protein288,GCA_001273255.1,LGIK01000012.1,304719,306386,288,-1,tr|A5I3B3|A5I3B3_CLOBH,"Alpha,alpha-phosphotrehalase",treA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0118
CBO_0119,GCA-001273255.1-protein95,GCA_001273255.1,LGIK01000012.1,90863,91990,95,1,tr|A5I3W8|A5I3W8_CLOBH,Subunit of oxygen-sensitive 2-hydroxyisocaproyl-CoA dehydratase,hadC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0119
CBO_0120,GCA-001573175.1-protein1191,GCA_001573175.1,LFOK01000018.1,38975,39217,1191,-1,tr|A5I7L2|A5I7L2_CLOBH,50S ribosomal protein L7ae,CBO3486,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0120
CBO_0121,GCA-001273255.1-protein3430,GCA_001273255.1,LGIK01000054.1,249995,250504,3430,1,tr|A5HYH2|A5HYH2_CLOBH,"PTS system, IIa component",ptsG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0121
CBO_0122,GCA-001273255.1-protein2112,GCA_001273255.1,LGIK01000043.1,10840,11238,2112,-1,tr|A5I7N3|A5I7N3_CLOBH,DUF1573 domain-containing protein,CBO3506,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0122
CBO_0123,GCA-001273255.1-protein409,GCA_001273255.1,LGIK01000012.1,441104,441757,409,1,tr|A5I2Z0|A5I2Z0_CLOBH,Stage II sporulation protein,spoIIM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0123
CBO_0124,GCA-001273255.1-protein1649,GCA_001273255.1,LGIK01000026.1,48524,49381,1649,1,tr|A5I163|A5I163_CLOBH,"Oligopeptide ABC transporter, permease protein",appC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0124
CBO_0125,GCA-001273255.1-protein3124,GCA_001273255.1,LGIK01000051.1,229433,231505,3124,1,tr|A5I203|A5I203_CLOBH,Methyl-accepting chemotaxis protein,CBO1526,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0125
CBO_0126,GCA-001273255.1-protein3085,GCA_001273255.1,LGIK01000051.1,184550,185221,3085,1,tr|A5I1W3|A5I1W3_CLOBH,"Molybdenum ABC transporter, ATP-binding protein",modC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0126
CBO_0127,GCA-001573665.1-protein3062,GCA_001573665.1,LFPF01000006.1,150241,151107,3062,1,tr|A5I3Z3|A5I3Z3_CLOBH,4Fe-4S cluster containing ParA family ATPase protein,CBO2222,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_0127
CBO_0128,GCA-001273255.1-protein559,GCA_001273255.1,LGIK01000017.1,43038,43760,559,1,tr|A5I0G2|A5I0G2_CLOBH,Stage 0 sporulation protein A homolog,CBO0970,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0128
CBO_0129,GCA-001273255.1-protein1144,GCA_001273255.1,LGIK01000021.1,26126,26848,1144,1,sp|A5I4M3|TRMD_CLOBH,tRNA (guanine-N(1)-)-methyltransferase,trmD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0129
CBO_0130,GCA-001573255.1-protein12,GCA_001573255.1,LFON01000001.1,10668,11957,12,-1,tr|A5HZ42|A5HZ42_CLOBH,Arsenical pump membrane protein,CBO0497,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0130
CBO_0131,GCA-001273255.1-protein1410,GCA_001273255.1,LGIK01000025.1,44603,44857,1410,1,,,,,,CBO_0131
CBO_0132,GCA-001573555.1-protein2927,GCA_001573555.1,LFQV01000006.1,10803,11963,2927,1,tr|A5HZF9|A5HZF9_CLOBH,Peptidoglycan glycosyltransferase RodA,rodA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0132
CBO_0133,GCA-001273255.1-protein2542,GCA_001273255.1,LGIK01000047.1,124328,125428,2542,1,tr|A5I5B9|A5I5B9_CLOBH,UDP-galactopyranose mutase,CBO2685,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0133
CBO_0134,GCA-001273255.1-protein1522,GCA_001273255.1,LGIK01000025.1,159227,160150,1522,-1,tr|A5I539|A5I539_CLOBH,HPr kinase/phosphorylase,hprK,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0134
CBO_0135,GCA-001273255.1-protein2373,GCA_001273255.1,LGIK01000044.1,20499,21518,2373,-1,sp|A5I6L1|SYFA_CLOBH,Phenylalanine--tRNA ligase alpha subunit,pheS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0135
CBO_0136,GCA-001273255.1-protein2072,GCA_001273255.1,LGIK01000037.1,9031,10320,2072,1,tr|A5I2T6|A5I2T6_CLOBH,Uncharacterized protein,CBO1814,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0136
CBO_0137,GCA-001276985.1-protein3028,GCA_001276985.1,LHUL01000008.1,333264,334115,3028,1,tr|A5I1R2|A5I1R2_CLOBH,N-acetylmuramoyl-L-alanine amidase,CBO1432,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0137
CBO_0138,GCA-001273255.1-protein3268,GCA_001273255.1,LGIK01000054.1,69319,70323,3268,1,tr|A5HY11|A5HY11_CLOBH,Spore coat protein,CBO0114,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0138
CBO_0139,GCA-001273255.1-protein783,GCA_001273255.1,LGIK01000019.1,148547,149242,783,1,tr|A5HZA4|A5HZA4_CLOBH,"ABC transporter, ATP-binding protein",CBO0559,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0139
CBO_0140,GCA-001273255.1-protein3597,GCA_001273255.1,LGIK01000009.1,29703,30353,3597,-1,tr|A5I0T2|A5I0T2_CLOBH,YprB ribonuclease H-like domain-containing protein,CBO1090,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0140
CBO_0141,GCA-001273255.1-protein1443,GCA_001273255.1,LGIK01000025.1,80630,81283,1443,1,tr|A5I509|A5I509_CLOBH,DUF4397 domain-containing protein,CBO2578,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0141
CBO_0142,GCA-001273255.1-protein1962,GCA_001273255.1,LGIK01000030.1,118072,119517,1962,1,tr|A5I7R0|A5I7R0_CLOBH,Tetrapyrrole (Corrin/Porphyrin) methylase and nucleoside triphosphate pyrophosphohydrolase fusion protein,CBO3535,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0142
CBO_0143,GCA-001273255.1-protein1866,GCA_001273255.1,LGIK01000030.1,21462,22616,1866,-1,tr|A5I806|A5I806_CLOBH,Selenocysteine lyase,csdB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0143
CBO_0144,GCA-001573825.1-protein1473,GCA_001573825.1,LFPL01000023.1,50306,51337,1473,-1,tr|A5I0W8|A5I0W8_CLOBH,2-oxoglutarate reductase,serA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.9,CBO_0144
CBO_0145,GCA-001273255.1-protein2078,GCA_001273255.1,LGIK01000037.1,16213,16863,2078,1,sp|A5I2T0|KCY_CLOBH,Cytidylate kinase,cmk,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0145
CBO_0146,GCA-001273255.1-protein1032,GCA_001273255.1,LGIK01000019.1,428108,428902,1032,-1,tr|A5I037|A5I037_CLOBH,"ABC transporter, membrane protein",CBO0845,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0146
CBO_0147,GCA-001273255.1-protein27,GCA_001273255.1,LGIK01000012.1,19454,21247,27,-1,tr|A5I432|A5I432_CLOBH,Metallopeptidase family M24 protein,CBO2263,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0147
CBO_0148,GCA-001573175.1-protein2039,GCA_001573175.1,LFOK01000030.1,8474,11170,2039,1,tr|A5HZX7|A5HZX7_CLOBH,Permease,CBO0784,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.8,CBO_0148
CBO_0149,GCA-001273255.1-protein646,GCA_001273255.1,LGIK01000017.1,138681,140180,646,1,tr|A5I0Q0|A5I0Q0_CLOBH,chitinase,chiD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0149
CBO_0150,GCA-001273255.1-protein1339,GCA_001273255.1,LGIK01000023.1,34786,35973,1339,1,tr|A5HYQ2|A5HYQ2_CLOBH,Exported protein,CBO0358,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0150
CBO_0151,GCA-001273255.1-protein1999,GCA_001273255.1,LGIK01000034.1,7718,9124,1999,1,tr|A5HYN7|A5HYN7_CLOBH,Amino acid permease,CBO0343,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0151
CBO_0152,GCA-001273255.1-protein3378,GCA_001273255.1,LGIK01000054.1,188896,189642,3378,1,tr|A5HYC1|A5HYC1_CLOBH,Triosephosphate isomerase,tpiA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0152
CBO_0153,GCA-001273255.1-protein393,GCA_001273255.1,LGIK01000012.1,420499,421068,393,1,tr|A5I306|A5I306_CLOBH,Membrane protein,CBO1882,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0153
CBO_0154,GCA-001273255.1-protein31,GCA_001273255.1,LGIK01000012.1,23048,23608,31,1,tr|A5I428|A5I428_CLOBH,Biotin transporter,CBO2260,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0154
CBO_0155,GCA-001273255.1-protein3075,GCA_001273255.1,LGIK01000051.1,174255,174878,3075,1,tr|A5I1V3|A5I1V3_CLOBH,General stress protein,CBO1474,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0155
CBO_0156,GCA-001273255.1-protein298,GCA_001273255.1,LGIK01000012.1,318776,319894,298,-1,tr|A5I3A2|A5I3A2_CLOBH,Spore germination protein,gerAC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0156
CBO_0157,GCA-001273255.1-protein2780,GCA_001273255.1,LGIK01000005.1,103337,103954,2780,1,tr|A5I5W0|A5I5W0_CLOBH,Phosphoribosylglycinamide formyltransferase,purN,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0157
CBO_0158,GCA-001273255.1-protein3334,GCA_001273255.1,LGIK01000054.1,140613,141494,3334,-1,tr|A5HY77|A5HY77_CLOBH,DUF2225 domain-containing protein,CBO0184,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0158
CBO_0159,GCA-001273255.1-protein2266,GCA_001273255.1,LGIK01000043.1,159780,160865,2266,1,tr|A5I779|A5I779_CLOBH,DUF871 domain-containing protein,CBO3354,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0159
CBO_0160,GCA-001273255.1-protein2972,GCA_001273255.1,LGIK01000051.1,64195,65466,2972,1,tr|A5I1K6|A5I1K6_CLOBH,Gamma-D-glutamyl-L-diamino acid endopeptidase,CBO1374,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0160
CBO_0161,GCA-016990285.1-protein767,GCA_016990285.1,NQVS01000001.1,834398,835393,767,1,tr|A5I138|A5I138_CLOBH,Sugar kinase,CBO1201,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.9,CBO_0161
CBO_0162,GCA-054635055.1-protein638,GCA_054635055.1,NKRQ01000001.1,713880,714911,638,-1,tr|A5I0F0|A5I0F0_CLOBH,Anaerobic sulfite reductase subunit A,asrA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_0162
CBO_0163,GCA-001273255.1-protein678,GCA_001273255.1,LGIK01000019.1,28980,29780,678,-1,tr|A5HYZ5|A5HYZ5_CLOBH,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,thiD1,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0163
CBO_0164,GCA-001273255.1-protein2201,GCA_001273255.1,LGIK01000043.1,84724,86073,2201,1,sp|A5I7E5|GLMM_CLOBH,Phosphoglucosamine mutase,glmM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0164
CBO_0165,GCA-001273255.1-protein2353,GCA_001273255.1,LGIK01000043.1,274467,275924,2353,1,sp|A5I6Z3|GATA_CLOBH,Glutamyl-tRNA(Gln) amidotransferase subunit A,gatA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0165
CBO_0166,GCA-001273255.1-protein3333,GCA_001273255.1,LGIK01000054.1,138132,140585,3333,1,tr|A5HY76|A5HY76_CLOBH,Pyridine nucleotide-disulphide oxidoreductase,CBO0183,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0166
CBO_0167,GCA-001273255.1-protein1672,GCA_001273255.1,LGIK01000026.1,74986,76314,1672,-1,tr|A5I137|A5I137_CLOBH,Glucosylceramidase/O-glycosyl hydrolase,CBO1200,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0167
CBO_0168,GCA-001273255.1-protein77,GCA_001273255.1,LGIK01000012.1,69742,70335,77,1,tr|A5I3Y4|A5I3Y4_CLOBH,TetR-family regulatory protein,CBO2213,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0168
CBO_0169,GCA-001573665.1-protein437,GCA_001573665.1,LFPF01000011.1,16233,16691,437,1,sp|A5I322|AROQ_CLOBH,3-dehydroquinate dehydratase,aroQ,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_0169
CBO_0170,GCA-001273255.1-protein1575,GCA_001273255.1,LGIK01000025.1,209670,211058,1575,-1,tr|A5I591|A5I591_CLOBH,Flagellar hook-length control protein,CBO2657,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0170
CBO_0171,GCA-001273255.1-protein1939,GCA_001273255.1,LGIK01000030.1,91161,92957,1939,1,tr|A5I7T3|A5I7T3_CLOBH,Sensor of nitric oxide (Methyl-accepting chemotaxis protein),sonO,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0171
CBO_0172,GCA-001273255.1-protein2704,GCA_001273255.1,LGIK01000005.1,15993,16751,2704,1,tr|A5I637|A5I637_CLOBH,Ribosomal RNA small subunit methyltransferase E,CBO2956,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0172
CBO_0173,GCA-001273255.1-protein37,GCA_001273255.1,LGIK01000012.1,27591,28421,37,1,sp|A5I421|THIM2_CLOBH,Hydroxyethylthiazole kinase 2,thiM2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_0173
CBO_0174,GCA-001273255.1-protein3095,GCA_001273255.1,LGIK01000051.1,194980,196002,3095,1,tr|A5I1X3|A5I1X3_CLOBH,Methylcobamide:CoM methyltransferase,mtbA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0174
CBO_0175,GCA-001273255.1-protein2744,GCA_001273255.1,LGIK01000005.1,56845,57126,2744,1,tr|A5I5Z7|A5I5Z7_CLOBH,DUF503 domain-containing protein,CBO2914,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0175
CBO_0176,GCA-001273255.1-protein2561,GCA_001273255.1,LGIK01000049.1,16513,17118,2561,-1,sp|A5I664|NADD_CLOBH,Probable nicotinate-nucleotide adenylyltransferase,nadD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0176
CBO_0177,GCA-001573555.1-protein1589,GCA_001573555.1,LFQV01000028.1,31554,31964,1589,1,tr|A5I5H5|A5I5H5_CLOBH,FlgN protein protein,CBO2741,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_0177
CBO_0178,GCA-001273255.1-protein434,GCA_001273255.1,LGIK01000012.1,466746,467447,434,-1,tr|A5I2W5|A5I2W5_CLOBH,F pilin acetylation protein,CBO1842,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0178
CBO_0179,GCA-001273255.1-protein3515,GCA_001273255.1,LGIK01000006.1,7071,7571,3515,-1,tr|A5I0X4|A5I0X4_CLOBH,Flavin reductase like domain-containing protein,CBO1133,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0179
CBO_0180,GCA-001273255.1-protein2410,GCA_001273255.1,LGIK01000044.1,60872,61900,2410,1,tr|A5I6P8|A5I6P8_CLOBH,"ABC transporter, periplasmic-binding protein",CBO3169,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0180
CBO_0181,GCA-001273255.1-protein1542,GCA_001273255.1,LGIK01000025.1,178239,178556,1542,-1,tr|A5I558|A5I558_CLOBH,V-type sodium ATP synthase subunit G,ntpG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0181
CBO_0182,GCA-054771215.1-protein3545,GCA_054771215.1,NKTA01000008.1,155747,156595,3545,-1,tr|A5I0E6|A5I0E6_CLOBH,Propanediol utilization protein,pduX,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.91,CBO_0182
CBO_0183,GCA-001273255.1-protein233,GCA_001273255.1,LGIK01000012.1,238604,239248,233,1,tr|A5I3H3|A5I3H3_CLOBH,Transferase,CBO2052,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0183
CBO_0184,GCA-001273255.1-protein2817,GCA_001273255.1,LGIK01000005.1,154214,154948,2817,1,sp|A5I5R9|NAGB_CLOBH,Glucosamine-6-phosphate deaminase,nagB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0184
CBO_0185,GCA-001273255.1-protein343,GCA_001273255.1,LGIK01000012.1,372637,374964,343,1,tr|A5I356|A5I356_CLOBH,"ABC transporter, ATP-binding/permease protein",CBO1931,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0185
CBO_0186,GCA-001273255.1-protein1641,GCA_001273255.1,LGIK01000026.1,40956,41447,1641,-1,tr|A5I171|A5I171_CLOBH,Tubby C 2 family protein,CBO1233,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0186
CBO_0187,GCA-001273255.1-protein2863,GCA_001273255.1,LGIK01000050.1,20822,21520,2863,1,tr|A5I4V8|A5I4V8_CLOBH,Stage 0 sporulation protein A homolog,CBO2527,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0187
CBO_0188,GCA-001273255.1-protein699,GCA_001273255.1,LGIK01000019.1,48375,49604,699,1,tr|A5HZ16|A5HZ16_CLOBH,Nuclease SbcCD subunit D,sbcD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0188
CBO_0189,GCA-001273255.1-protein1224,GCA_001273255.1,LGIK01000021.1,106190,107101,1224,1,tr|A5I453|A5I453_CLOBH,histidine kinase,CBO2284,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0189
CBO_0190,GCA-001273255.1-protein2090,GCA_001273255.1,LGIK01000037.1,32053,33336,2090,1,tr|A5I2R8|A5I2R8_CLOBH,Methionine gamma-lyase family protein,CBO1796,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0190
CBO_0191,GCA-001273255.1-protein134,GCA_001273255.1,LGIK01000012.1,132952,133668,134,1,tr|A5I3S5|A5I3S5_CLOBH,Transaldolase,CBO2153,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0191
CBO_0192,GCA-001273255.1-protein3530,GCA_001273255.1,LGIK01000006.1,34162,35235,3530,-1,tr|A5I0W7|A5I0W7_CLOBH,Serine--glyoxylate aminotransferase,CBO1126,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0192
